date,strategy,converged,iterations_pg,iterations_newton,kkt_residual,fallback_used,active_free_dim,status,objective_value
2020-04-30,CtB-only,1,250,2,0.024936429421201473,0,7,success,0.0010366300913338838
2020-04-30,Main,1,250,2,1.8861308686666123e-07,0,10,success,0.0046952287954284905
2020-05-29,EW,1,0,0,0.0,0,10,success,0.0
2020-05-29,GMV,1,0,36,0.001214205556874606,0,6,success,0.0027395680515584944
2020-05-29,CtR-only,1,170,2,5.007666963358459e-11,0,10,success,0.00017767998815472835
2020-05-29,MDP,1,250,2,0.16347451168004878,0,7,success,-2.1854742167854
2020-05-29,CtB-only,1,210,2,0.024557657626835885,0,7,success,0.0010471076159178833
2020-05-29,Main,1,92,3,2.3004331834260148e-09,0,10,success,0.004514976204968936
2020-06-30,EW,1,0,0,0.0,0,10,success,0.0
2020-06-30,GMV,1,0,35,0.0012432964405810758,0,7,success,0.002618561908557883
2020-06-30,CtR-only,1,176,2,5.738274449281017e-11,0,10,success,0.00018337877662866144
2020-06-30,MDP,1,250,2,0.15291749213046751,0,7,success,-2.187887347705387
2020-06-30,CtB-only,1,250,2,0.02768292886403509,0,7,success,0.001354897016569065
2020-06-30,Main,1,116,3,2.833916463522645e-09,0,10,success,0.004595346784278564
2020-07-31,EW,1,0,0,0.0,0,10,success,0.0
2020-07-31,GMV,1,0,38,0.0010908139645460098,0,6,success,0.0025694531973985413
2020-07-31,CtR-only,1,147,2,6.884233505846172e-11,0,10,success,0.00018398073512655092
2020-07-31,MDP,1,160,2,0.1557299681487215,0,8,success,-2.194904585215177
2020-07-31,CtB-only,1,250,2,0.025292320466397757,0,7,success,0.0013103089938987446
